id_vente;id_vendeur;id_client;id_produit;quantite;date
5702501214;42;26;5;74;27/09/2024
9876816461;42;52;1;50;26/02/2024
5872658936;39;95;1;13;26/03/2024
6791089034;39;34;3;36;04/03/2024
2457136851;55;38;6;69;16/03/2024
8815461281;55;26;2;91;04/07/2024
2277159778;32;52;19;12;01/09/2024
2733714230;39;68;19;43;16/06/2024
7264959474;33;56;1;48;13/07/2024
9766094218;57;38;14;43;07/08/2024
4588290386;55;54;3;41;18/10/2024
6323210975;55;2;15;88;20/12/2024
2022802087;39;84;19;90;22/05/2024
2260327716;39;29;19;66;14/10/2024
7828512937;55;72;1;79;24/04/2024
7516832361;55;1;17;20;22/01/2024
1693072313;57;15;5;82;20/11/2024
9905841636;32;76;16;52;13/08/2024
5161233958;57;2;15;61;23/12/2024
7206492324;32;36;2;36;14/05/2024
1626687746;39;84;10;25;13/10/2024
5739919027;57;92;3;64;25/07/2024
8342497904;57;60;7;32;26/11/2024
