id_vente;id_vendeur;id_client;id_produit;quantite;date
2290054094;45;69;18;23;14/06/2024
8166694799;40;69;17;56;12/10/2024
6980584323;45;68;7;27;14/09/2024
7291427570;64;68;8;49;01/05/2024
2095650622;45;67;3;79;30/11/2024
8087799181;45;67;6;69;30/06/2024
2181349780;34;67;1;54;06/12/2024
4635607793;38;65;5;51;19/04/2024
9140809704;38;64;17;20;22/04/2024
4658139172;34;64;9;41;03/04/2024
7498210720;45;64;1;27;19/01/2024
5163335673;38;63;14;54;20/02/2024
5926154293;38;63;2;100;08/12/2024
3140900772;64;63;11;40;23/04/2024
1833782969;38;62;19;17;04/05/2024
4153619526;34;62;5;99;26/03/2024
9349895915;40;62;16;13;18/02/2024
9380411779;45;61;14;81;28/09/2024
4216917844;34;61;16;17;24/08/2024
3177805404;45;60;2;96;18/03/2024
9763556062;40;60;11;31;27/04/2024
3506921634;64;58;14;48;25/02/2024
2546442656;45;57;3;22;15/05/2024
6733829980;40;56;14;25;14/10/2024
6536439766;64;56;19;26;02/10/2024
3133285934;64;55;18;54;16/02/2024
5295067650;64;55;3;64;26/08/2024
3163144343;45;54;10;36;20/11/2024
1537331750;38;54;4;39;04/01/2024
7654460396;34;54;3;87;14/12/2024
2551869491;64;53;12;33;29/02/2024
2352287472;34;52;19;96;10/08/2024
3030903804;40;52;13;80;08/09/2024
1779787484;64;51;13;75;10/08/2024
9111573392;38;50;3;83;05/12/2024
5889459473;38;50;11;48;02/04/2024
7521710837;38;46;16;90;24/05/2024
9481929842;38;46;14;84;06/04/2024
9478098212;40;46;14;18;25/12/2024
6068692468;34;46;4;89;20/06/2024
5268599220;45;44;19;29;13/03/2024
3149245112;64;44;17;59;07/07/2024
9601488480;38;43;3;31;17/01/2024
6803877051;45;43;12;81;15/05/2024
2533826601;34;41;3;84;24/09/2024
8915608315;40;40;5;10;15/04/2024
9854886122;64;40;9;49;07/02/2024
8849404524;40;39;6;91;09/11/2024
5844336386;64;39;3;38;10/10/2024
4937389096;38;38;5;10;14/03/2024
4599374816;34;38;13;55;09/05/2024
4073324836;45;37;14;100;13/06/2024
4405929278;45;36;13;38;14/05/2024
4514750174;34;36;12;21;04/07/2024
1066186575;64;35;17;81;04/05/2024
2756961432;34;35;17;56;02/05/2024
2958536656;40;34;1;78;29/11/2024
3509332250;40;34;4;91;23/11/2024
8787121636;38;31;2;40;15/05/2024
7888052785;45;31;14;48;07/05/2024
9112248742;40;30;9;68;09/09/2024
6131775465;64;29;10;77;07/10/2024
8594824969;64;29;14;72;29/06/2024
2823769443;45;29;3;57;20/02/2024
5901976252;64;29;10;65;04/12/2024
6388111089;45;29;4;62;29/11/2024
5474049758;34;27;2;48;08/07/2024
6258035696;64;26;9;25;18/01/2024
4696692236;45;26;2;99;15/07/2024
9701515625;64;26;16;72;30/07/2024
6616687412;34;25;13;89;08/09/2024
4295948763;64;25;17;71;09/09/2024
6158706857;38;25;1;43;22/01/2024
3776234934;38;23;6;16;08/10/2024
9913660522;45;21;4;68;29/11/2024
6919440298;45;20;14;16;22/07/2024
3045520426;64;20;11;27;10/12/2024
1247691422;34;19;8;48;20/06/2024
9751594685;34;18;1;40;06/07/2024
5295663250;38;17;11;96;05/07/2024
8005716561;45;16;8;51;22/08/2024
8960060315;64;16;2;93;24/04/2024
5995590723;34;14;5;85;03/09/2024
4708307729;45;13;13;20;03/12/2024
6336110659;34;13;5;35;20/06/2024
7237802747;64;13;4;77;12/06/2024
5443564230;64;12;13;12;04/09/2024
7611967358;45;9;11;64;22/12/2024
6807607833;40;7;9;43;02/07/2024
7631369766;38;5;3;17;26/05/2024
7791094753;45;3;9;10;28/09/2024
1595225411;45;2;18;80;26/03/2024
7456681060;34;1;19;46;07/02/2024
1594344916;45;1;11;75;08/06/2024
2366631270;40;1;8;88;23/06/2024
